,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,QID91,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q89,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q90,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds)
38,38,38,38,38,38,38,38,38,I consent,I am between the ages of 18-25.,25,1998-06-20,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,No,True,Yes,"[{""Sport"": ""Swimming"", ""Years"": 4, ""Position"": ""NaN""}]",White,No,,True,9pm,30,6am,7,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Almost never,Sometimes,Always,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,508
39,39,39,39,39,39,39,39,39,I consent,I am between the ages of 18-25.,23,2000-05-08,Cisgender Male,White,Yes,No,,Yes,Yes,No,False,No,,White,Yes,1,True,11pm,15,9am,9,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,75 degrees or higher,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,256
40,40,40,40,40,40,40,40,40,I consent,I am between the ages of 18-25.,23,2001-03-12,Cisgender Female,White,Yes,No,,No,No,Yes,True,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Goalkeeper""}]",White,No,,True,Midnight,30,6am,,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Fairly bad,Once or twice a week,Not during the past month,A very big problem,Yes,Not during the past month,Less than once a week,Three or more times a week,Less than once a week,75 degrees or higher,Often,Often,Often,Sometimes,Almost never,Always,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Sometimes,Often,324
41,41,41,41,41,41,41,41,41,I consent,I am between the ages of 18-25.,24,1999-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Part time,Senior,No,No,No,True,Yes,"[{""Sport"": ""Football"", ""Years"": 3, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,True,3:00am,15,8:0am,5,Once or twice a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Almost never,Almost never,Sometimes,Often,Often,Almost never,Almost never,Almost never,Often,Often,Sometimes,Almost never,Sometimes,Often,Almost never,Often,Often,Always,Always,Almost never,614
42,42,42,42,42,42,42,42,42,I consent,I am between the ages of 18-25.,20,2003-09-25,Cisgender Female,Asian,Yes,Yes - Full time,Sophomore,No,No,No,True,Yes,"[{""Sport"": ""Swimming"", ""Years"": 2, ""Position"": ""Individual swimmer""}]",Asian,No,,True,12:45 AM,61,8:20 AM,6,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Three or more times a week,Once or twice a week,Once or twice a week,Fairly good,Once or twice a week,Less than once a week,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,228
43,43,43,43,43,43,43,43,43,I consent,I am between the ages of 18-25.,24,1999-10-21,Cisgender Female,Asian,Yes,No,,No,No,No,True,Yes,"[{""Sport"": ""Swimming"", ""Years"": 4, ""Position"": ""NaN""}]",Asian,No,,True,10pm,10,8am,10,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,75 degrees or higher,Always,Often,Often,Almost never,Almost never,Always,Sometimes,Almost never,Often,Sometimes,Always,Often,Sometimes,Often,Often,Often,Almost never,Almost never,Almost never,Sometimes,314
44,44,44,44,44,44,44,44,44,I consent,I am between the ages of 18-25.,18,2006-01-06,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,True,No,,White,No,,True,1am,20,10am,8,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Often,Almost never,Always,Often,Often,Sometimes,Almost never,Sometimes,Sometimes,Always,Almost never,Almost never,Sometimes,Often,Sometimes,Often,Always,Often,Often,147
45,45,45,45,45,45,45,45,45,I consent,I am between the ages of 18-25.,23,2000-07-17,Cisgender Female,Asian,No,Yes - Full time,Senior,No,No,No,True,Yes,"[{""Sport"": ""Tennis"", ""Years"": 1, ""Position"": ""NaN""}]",Asian,No,,True,10:30 pm,30,7 am,8,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Very good,Less than once a week,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Always,Always,Almost never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Often,Always,Almost never,Almost never,Always,Always,Always,Almost never,369
46,46,46,46,46,46,46,46,46,I consent,I am between the ages of 18-25.,23,2000-08-11,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,True,No,,White,No,,True,4am,30,2pm,7,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Less than once a week,A very big problem,No,,,,,75 degrees or higher,Always,Always,Always,Almost never,Almost never,Always,Always,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Always,Always,Sometimes,Almost never,Sometimes,Often,240
47,47,47,47,47,47,47,47,47,I consent,I am between the ages of 18-25.,24,2000-03-27,Cisgender Male,Asian,No,No,,No,No,No,True,No,,Asian,No,,True,2 AM,15,9 AM,6,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Fairly good,Not during the past moth,Three or more times a week,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Often,Often,Almost never,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,373
48,48,48,48,48,48,48,48,48,I consent,I am between the ages of 18-25.,24,2024-04-13,Transgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,True,No,,Asian,No,,True,3:00 am,60,10:00 am,7,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Often,Often,386
49,49,49,49,49,49,49,49,49,I consent,I am between the ages of 18-25.,23,2000-12-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,False,Yes,"[{""Sport"": ""Basketball"", ""Years"": 3, ""Position"": ""Point Guard""}]",Non-Hispanic Black,No,,True,2am,10,9am,7,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Almost never,Almost never,Often,Sometimes,Almost never,Almost never,Almost never,Sometimes,Always,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,406
50,50,50,50,50,50,50,50,50,I consent,I am between the ages of 18-25.,20,2003-01-01,Cisgender Female,Biracial (specify below):,Yes,No,,No,No,No,True,No,,Biracial,No,,True,11:45,30,8:50,8,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Three or more times a week,Not during the past month,Three or more times a week,Fairly good,Once or twice a week,Not during the past month,A very big problem,No,,,,,75 degrees or higher,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,321
51,51,51,51,51,51,51,51,51,I consent,I am between the ages of 18-25.,23,2000-04-01,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Junior,No,No,No,True,Yes,"[{""Sport"": ""Baseball"", ""Years"": 1, ""Position"": ""NaN""}]",Biracial,No,,True,2:30 AM,50,9:55 AM,6,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Fairly bad,Less than once a week,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,288
52,52,52,52,52,52,52,52,52,I consent,I am between the ages of 18-25.,23,2000-09-26,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,No,True,No,[],White,No,,True,1AM,45,10am,7,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Fairly bad,Three or more times a week,Once or twice a week,A very big problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Always,Often,Often,Almost never,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,268
53,53,53,53,53,53,53,53,53,I consent,I am between the ages of 18-25.,23,2000-12-05,Cisgender Male,Biracial (specify below):,Yes,Yes - Full time,Senior,Yes,No,No,True,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Goalie""}]",Biracial,No,,True,11pm,50,7am,7,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Always,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Often,Sometimes,Often,Almost never,Almost never,Almost never,Often,Often,Almost never,Often,321
54,54,54,54,54,54,54,54,54,I consent,I am between the ages of 18-25.,21,2003-02-26,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,White,No,,True,12am,30,10am,9,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Very good,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Always,Often,Often,Almost never,Almost never,Always,Always,Often,Almost never,Often,Sometimes,Often,Often,Almost never,Always,Always,Sometimes,Always,Always,Almost never,189
55,55,55,55,55,55,55,55,55,I consent,I am between the ages of 18-25.,23,2000-08-22,Cisgender Female,White,Yes,Yes - Part time,Sophomore,No,No,No,False,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Midfielder""}]",White,No,,False,1am,30,9am,7,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Fairly bad,Less than once a week,Less than once a week,Somewhat of a problem,No,,,,,75 degrees or higher,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,347
56,56,56,56,56,56,56,56,56,I consent,I am between the ages of 18-25.,21,2003-03-18,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,Yes,True,No,,White,No,,True,1 am ,45,8 am,6,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Three or more times a week,Three or more times a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Often,Almost never,Often,Often,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,283
57,57,57,57,57,57,57,57,57,I consent,I am between the ages of 18-25.,24,1999-05-05,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,1 AM,45,8 AM,6,Three or more times a week,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Three or more times a week,Very bad,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,75 degrees or higher,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Almost never,Often,Almost never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,357
58,58,58,58,58,58,58,58,58,I consent,I am between the ages of 18-25.,24,2000-02-21,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,Yes,Yes,True,Yes,"[{""Sport"": ""Competitive cheer"", ""Years"": 2, ""Position"": ""Base""}]",White,Yes,2,True,1 am ,20,10,9,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Very good,Less than once a week,Not during the past month,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Often,Often,Almost never,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Often,Almost never,Almost never,Almost never,Often,Sometimes,Often,Sometimes,381
59,59,59,59,59,59,59,59,59,I consent,I am between the ages of 18-25.,24,2000-01-01,Cisgender Male,White,Yes,Yes - Full time,Senior,Yes,Yes,Yes,True,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""Point Guard""},
{""Sport"": ""Track and Field"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,No,,True,10 PM,5,6:30 AM,8,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Almost never,Often,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,337
